date,workout_name,menu,set_order,weight,reps,distance,sec,note,workout_note,part
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,5,27.2,10,0,0,,,back
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,6,27.2,9,0,0,,,back
2017/11/24 6:33,Back Day fst7,Straight-Arm Pulldown ,7,27.2,10,0,0,,,back
2017/12/8 6:15,Back Day fst7,Straight-Arm Pulldown ,1,16.3,15,0,0,,,back
2017/12/8 6:15,Back Day fst7,Straight-Arm Pulldown ,2,16.3,20,0,0,,,back
2017/12/8 6:15,Back Day fst7,Straight-Arm Pulldown ,3,16.3,20,0,0,,,back
2017/12/15 6:17,Back Day fst7,Straight-Arm Pulldown ,1,27.7,10,0,0,,,back
2017/12/15 6:17,Back Day fst7,Straight-Arm Pulldown ,2,27.7,10,0,0,,,back
2017/12/15 6:17,Back Day fst7,Straight-Arm Pulldown ,3,27.7,10,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,1,27.7,12,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,2,27.7,12,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,3,27.7,12,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,4,27.7,12,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,5,27.7,12,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,6,27.7,12,0,0,,,back
2017/12/22 6:55,Back Day fst7,Straight-Arm Pulldown ,7,27.7,12,0,0,,,back
2018/1/19 6:09,Back Day fst7,Straight-Arm Pulldown ,1,27.7,12,0,0,,,back
2018/1/19 6:09,Back Day fst7,Straight-Arm Pulldown ,2,27.7,12,0,0,,,back
2018/1/19 6:09,Back Day fst7,Straight-Arm Pulldown ,3,27.7,12,0,0,,,back
2018/3/23 6:55,Back Day fst7,Straight-Arm Pulldown ,1,27.7,20,0,0,,,back
2018/3/23 6:55,Back Day fst7,Straight-Arm Pulldown ,2,27.7,20,0,0,,,back
2017/11/24 6:33,Back Day fst7,Stiff Legged Deadlift (Dumbbell),1,16,10,0,0,,,leg
2017/11/24 6:33,Back Day fst7,Stiff Legged Deadlift (Dumbbell),2,20,10,0,0,,,leg
2017/11/24 6:33,Back Day fst7,Stiff Legged Deadlift (Dumbbell),3,20,12,0,0,,,leg
2018/12/28 6:31,早朝ワークアウト,Stiff Leg Deadlift (Barbell),1,60,10,0,0,,,leg
2018/12/28 6:31,早朝ワークアウト,Stiff Leg Deadlift (Barbell),2,60,12,0,0,,,leg
